Timestamp,Elapsed_Sec,CPS,Total_Counts
15:36:24,0.0,46.0,46.0
15:36:33,10.0,66.0,342.0
15:36:43,20.0,47.0,391.0
15:36:53,30.0,53.0,404.0
15:37:03,40.0,49.0,444.0
15:37:13,50.0,62.0,376.0
15:37:23,60.0,55.0,414.0
15:37:33,70.0,39.0,391.0
15:37:44,80.1,43.0,393.0
15:37:54,90.1,44.0,395.0
15:38:04,100.1,48.0,370.0
15:38:14,110.1,54.0,371.0
15:38:24,120.1,37.0,353.0
