timestamp,cps,cps_err,usv_hr
1776382951.4009802,0.1,0.1,0.0012534
1776382953.4320173,0.2,0.1414213562373095,0.0025068
1776382955.4306128,0.0,0.0,0.0
1776382957.4565313,0.0,0.0,0.0
1776382959.4791021,0.1,0.1,0.0012534
1776382961.4656827,0.0,0.0,0.0
1776382963.4980834,0.2,0.1414213562373095,0.0025068
1776382965.4890687,0.0,0.0,0.0
1776382967.5158496,0.0,0.0,0.0
1776382969.5241287,0.0,0.0,0.0
1776382971.552557,0.0,0.0,0.0
1776382973.5406659,0.0,0.0,0.0
1776382975.5650284,0.0,0.0,0.0
1776382977.5908446,0.1,0.1,0.0012534
1776382979.6105497,0.0,0.0,0.0
1776382981.6464217,0.0,0.0,0.0
1776382983.6149378,0.1,0.1,0.0012534
1776382985.6450033,0.0,0.0,0.0
1776382987.6736789,0.0,0.0,0.0
1776382989.701935,0.1,0.1,0.0012534
1776382991.6816788,0.0,0.0,0.0
1776382993.7093956,0.0,0.0,0.0
1776382995.739466,0.0,0.0,0.0
1776382997.7330666,0.0,0.0,0.0
1776382999.7717235,0.0,0.0,0.0
1776383001.7487245,0.0,0.0,0.0
1776383003.770321,0.0,0.0,0.0
1776383005.8071437,0.1,0.1,0.0012534
1776383007.830358,0.1,0.1,0.0012534
1776383009.8612537,0.0,0.0,0.0
1776383011.8681555,0.0,0.0,0.0
1776383013.844733,0.0,0.0,0.0
1776383015.8933594,0.2,0.1414213562373095,0.0025068
1776383017.8752208,0.2,0.1414213562373095,0.0025068
1776383019.9074183,0.0,0.0,0.0
1776383021.9461973,0.1,0.1,0.0012534
1776383023.9156084,0.0,0.0,0.0
1776383025.9420657,0.0,0.0,0.0
1776383027.9578927,0.1,0.1,0.0012534
1776383029.9841526,0.2,0.1414213562373095,0.0025068
1776383032.0053601,0.0,0.0,0.0
1776383034.00374,0.0,0.0,0.0
1776383036.0370588,0.0,0.0,0.0
1776383038.0625157,0.0,0.0,0.0
1776383040.0566378,0.0,0.0,0.0
1776383042.0644462,0.0,0.0,0.0
1776383044.091261,0.0,0.0,0.0
1776383046.0850682,0.0,0.0,0.0
1776383048.1230183,0.0,0.0,0.0
1776383050.1253188,0.1,0.1,0.0012534
1776383052.1630175,0.0,0.0,0.0
1776383054.1456776,0.0,0.0,0.0
1776383056.1814408,0.0,0.0,0.0
1776383058.2126107,0.0,0.0,0.0
1776383060.22145,0.3,0.17320508075688773,0.0037602
1776383062.2066648,0.0,0.0,0.0
1776383064.235951,0.1,0.1,0.0012534
1776383066.2426462,0.0,0.0,0.0
1776383068.271618,0.0,0.0,0.0
1776383070.305766,0.0,0.0,0.0
1776383072.2896996,0.1,0.1,0.0012534
1776383074.3243306,0.1,0.1,0.0012534
1776383076.3558903,0.0,0.0,0.0
1776383078.3374493,0.0,0.0,0.0
1776383080.3728461,0.0,0.0,0.0
1776383082.3637683,0.0,0.0,0.0
1776383084.3881478,0.0,0.0,0.0
1776383086.4332554,0.0,0.0,0.0
1776383088.4098387,0.0,0.0,0.0
1776383090.4448733,0.0,0.0,0.0
1776383092.4736574,0.3,0.17320508075688773,0.0037602
1776383094.454975,0.0,0.0,0.0
1776383096.482145,0.0,0.0,0.0
1776383098.5012302,0.1,0.1,0.0012534
1776383100.5306957,0.2,0.1414213562373095,0.0025068
1776383102.5166395,0.0,0.0,0.0
1776383104.5362833,0.1,0.1,0.0012534
1776383106.5809896,0.2,0.1414213562373095,0.0025068
1776383108.5768106,0.1,0.1,0.0012534
1776383110.6049721,0.0,0.0,0.0
1776383112.627006,0.0,0.0,0.0
1776383114.6466875,0.1,0.1,0.0012534
1776383116.6385953,0.3,0.17320508075688773,0.0037602
1776383118.671688,0.2,0.1414213562373095,0.0025068
1776383120.7002673,0.2,0.1414213562373095,0.0025068
1776383122.6712174,0.3,0.17320508075688773,0.0037602
1776383124.690113,0.1,0.1,0.0012534
1776383126.7232294,0.0,0.0,0.0
1776383128.7391853,0.0,0.0,0.0
1776383130.7626169,0.0,0.0,0.0
1776383132.7779891,0.0,0.0,0.0
1776383134.798655,0.0,0.0,0.0
1776383136.819703,0.0,0.0,0.0
1776383138.836594,0.0,0.0,0.0
1776383140.8093398,0.0,0.0,0.0
1776383142.8420286,0.0,0.0,0.0
1776383144.8554199,0.0,0.0,0.0
1776383146.8844259,0.0,0.0,0.0
1776383148.9035387,0.0,0.0,0.0
1776383150.8846927,0.0,0.0,0.0
1776383152.911988,0.0,0.0,0.0
1776383154.9409323,0.0,0.0,0.0
1776383156.9636517,0.0,0.0,0.0
1776383158.9364903,0.0,0.0,0.0
1776383160.990173,0.2,0.1414213562373095,0.0025068
1776383163.012313,0.1,0.1,0.0012534
1776383164.9885461,0.1,0.1,0.0012534
1776383167.0197277,0.1,0.1,0.0012534
1776383169.0511498,0.0,0.0,0.0
1776383171.0719323,0.0,0.0,0.0
1776383173.0867603,0.0,0.0,0.0
1776383175.0668995,0.0,0.0,0.0
1776383177.0871038,0.2,0.1414213562373095,0.0025068
1776383179.1092029,0.1,0.1,0.0012534
1776383181.1319506,0.2,0.1414213562373095,0.0025068
1776383183.1565092,0.0,0.0,0.0
1776383185.1404328,0.1,0.1,0.0012534
1776383187.187297,0.2,0.1414213562373095,0.0025068
1776383189.1641834,0.1,0.1,0.0012534
1776383191.219026,0.0,0.0,0.0
1776383193.1958063,0.2,0.1414213562373095,0.0025068
1776383195.2418776,0.1,0.1,0.0012534
1776383197.2600853,0.1,0.1,0.0012534
1776383199.2840095,0.1,0.1,0.0012534
1776383201.2561493,0.0,0.0,0.0
1776383203.2787745,0.1,0.1,0.0012534
1776383205.3034232,0.2,0.1414213562373095,0.0025068
1776383207.3272932,0.1,0.1,0.0012534
1776383209.3400815,0.0,0.0,0.0
1776383211.3317685,0.0,0.0,0.0
1776383213.377867,0.1,0.1,0.0012534
1776383215.3698273,0.0,0.0,0.0
1776383217.3920343,0.1,0.1,0.0012534
1776383219.4358354,0.1,0.1,0.0012534
1776383221.4143844,0.0,0.0,0.0
1776383223.446528,0.0,0.0,0.0
1776383225.474972,0.0,0.0,0.0
1776383227.469708,0.2,0.1414213562373095,0.0025068
1776383229.4936318,0.1,0.1,0.0012534
1776383231.4915888,0.0,0.0,0.0
1776383233.5167363,0.2,0.1414213562373095,0.0025068
1776383235.557374,0.0,0.0,0.0
1776383237.5726907,0.0,0.0,0.0
1776383239.5927339,0.0,0.0,0.0
1776383241.5642076,0.1,0.1,0.0012534
1776383243.583211,0.1,0.1,0.0012534
1776383245.6302145,0.0,0.0,0.0
1776383247.608112,0.1,0.1,0.0012534
1776383249.6748438,0.0,0.0,0.0
1776383251.6529863,0.0,0.0,0.0
1776383253.669374,0.0,0.0,0.0
1776383255.7088287,0.1,0.1,0.0012534
1776383257.7261648,0.1,0.1,0.0012534
1776383259.7457361,0.2,0.1414213562373095,0.0025068
1776383261.719422,0.1,0.1,0.0012534
1776383263.7411919,0.2,0.1414213562373095,0.0025068
1776383265.7632606,0.0,0.0,0.0
1776383267.7848933,0.0,0.0,0.0
1776383269.7855828,0.0,0.0,0.0
