Timestamp,Elapsed_Sec,CPS,Total_Counts
16:00:26,0.0,86.0,86.0
16:00:35,10.0,74.0,521.0
16:00:45,20.0,80.0,589.0
16:00:55,30.0,69.0,580.0
16:01:06,40.0,71.0,594.0
16:01:16,50.0,78.0,574.0
16:01:26,60.0,85.0,586.0
16:01:36,70.1,78.0,627.0
16:01:46,80.1,84.0,631.0
16:01:56,90.1,67.0,573.0
16:02:06,100.1,77.0,662.0
16:02:16,110.1,75.0,649.0
16:02:26,120.1,88.0,607.0
