Timestamp,Elapsed_Sec,CPS,Total_Counts
16:07:08,0.0,48.0,48.0
16:07:18,10.0,26.0,247.0
16:07:28,20.0,30.0,285.0
16:07:38,30.0,38.0,256.0
16:07:48,40.0,33.0,310.0
16:07:58,50.0,44.0,284.0
16:08:08,60.0,39.0,282.0
16:08:18,70.1,38.0,278.0
16:08:28,80.1,30.0,265.0
16:08:38,90.1,39.0,285.0
16:08:48,100.1,31.0,276.0
16:08:58,110.1,37.0,279.0
16:09:08,120.1,41.0,281.0
