Timestamp,Temp,Gas,Humidity,Pressure,PM25_Env
1771634581.5270853,34.46671875,245806,100,632.3289273514495,0
1771634582.539964,22.601875,73229,35.86993741297475,1005.3373739057056,0
1771634584.1570606,22.5801953125,85308,35.800705791635124,1005.3606717066525,0
1771634585.1683106,22.5317578125,96759,35.68421937405836,1005.3814653342514,0
1771634586.1793928,22.532734375,106680,35.667546968338165,1005.3933361847652,0
1771634587.190496,22.546015625,113819,35.657645240788696,1005.4113690363728,0
1771634588.201624,22.563203125,120651,35.631355789176986,1005.4175537126113,0
1771634589.212699,22.578046875,125800,35.616018342420396,1005.4281342114508,0
1771634590.2250562,22.5925,130728,35.57271463946408,1005.4261670072661,0
1771634591.2370641,22.608515625,136058,35.512820087071916,1005.4269184712077,0
1771634592.2498055,22.624921875,137968,35.44740256822324,1005.4317395647059,0
1771634593.262796,22.64171875,142068,35.382047470189235,1005.4389350694155,0
1771634594.2756858,22.656953125,144742,35.32214510161398,1005.4434100995531,0
1771634595.288473,22.6719921875,146784,35.26224520555616,1005.4509354369065,0
1771634596.3013926,22.68546875,149010,35.2245097145787,1005.4472627120388,0
1771634597.3134573,22.69875,151434,35.17561983403288,1005.4483359099753,0
1771634598.3264148,22.711640625,152874,35.1657017873986,1005.4521197838284,0
1771634599.3392463,22.7239453125,155426,35.13901583141154,1005.4565789529358,0
1771634600.3510559,22.7360546875,156388,35.09560703801668,1005.4640891038283,0
1771634601.3637393,22.74875,158917,35.08010513030156,1005.4675314507934,0
1771634602.3772929,22.7622265625,160213,35.059110363700555,1005.4638540323639,0
1771634603.390581,22.7721875,161530,35.00438481521265,1005.4489697958046,0
1771634604.4036841,22.7766796875,163622,34.97698266968563,1005.444917101556,0
1771634605.4169276,22.7782421875,164382,34.92149054726207,1005.4442447458822,0
1771634606.430684,22.77765625,165149,34.882499454351276,1005.4432250201485,0
1771634607.4436502,22.7751171875,165769,34.83221458716232,1005.4405020203226,0
1771634608.4582906,22.771015625,168935,34.77624215401647,1005.4401471360815,0
1771634609.471166,22.7649609375,170236,34.736774695431606,1005.4397846338024,0
1771634610.482954,22.7575390625,173237,34.68052741770088,1005.4455213861708,0
1771634611.4945493,22.7462109375,175124,34.62393603743689,1005.4444593621935,0
1771634612.507425,22.73390625,175471,34.54508064464535,1005.4416971899585,0
1771634613.5189967,22.7200390625,176875,34.477215528810376,1005.4362150421043,0
1771634614.5301108,22.705390625,178842,34.38713997293162,1005.4344594306007,0
1771634615.542752,22.68703125,177764,34.31339558758384,1005.4364176398936,0
1771634616.5552945,22.6704296875,181224,34.23985567511432,1005.4363471428492,0
1771634617.5674913,22.6528515625,181597,34.182867906211456,1005.4328801979516,0
1771634618.5799375,22.6321484375,189540,34.120083907341055,1005.4324499820364,0
1771634619.5924244,22.611640625,188923,34.06287843967923,1005.4255763474605,0
1771634620.6044087,22.5887890625,190058,34.01100994790478,1005.4264889199652,0
1771634621.617036,22.553828125,191103,33.96909765012735,1005.4249681535648,0
1771634622.629285,22.5106640625,191629,33.931970715413186,1005.4278087636255,0
1771634623.6416132,22.473359375,192265,33.92301146176008,1005.4272809353228,0
1771634624.6548169,22.4387890625,193119,33.90326183258135,1005.4077783893267,0
1771634625.6676319,22.3971875,193764,33.90495670642879,1005.3760320285396,0
1771634626.6804912,22.34953125,194850,33.90057448901621,1005.3354361928391,0
1771634627.6936662,22.296015625,196169,33.90117672109117,1005.2914138190033,0
1771634628.7065487,22.2395703125,196613,33.90703186760259,1005.2626183036413,0
1771634629.7194142,22.181953125,196724,33.93486269809439,1005.2402446104353,0
1771634630.7326891,22.12609375,199089,33.92973197977391,1005.2141444086661,0
1771634631.7455347,22.070625,199546,33.963282257347345,1005.1836332512526,0
1771634632.7584088,22.0137890625,197506,33.974625086110606,1005.1524269922286,0
1771634633.7716098,21.949140625,196835,34.01285788618759,1005.1126894275145,0
1771634634.7830017,21.882734375,197394,34.039888911248184,1005.068187099,0
1771634635.7941291,21.8161328125,202450,34.05585912237959,1005.0250276243394,0
1771634636.8052855,21.7536328125,199203,34.10534467176955,1004.9991583082825,0
1771634637.8163512,21.686640625,199775,34.143377093346906,1004.975611236488,0
1771634638.827417,21.619453125,200929,34.181396097011095,1004.9483235863012,0
1771634639.8397162,21.5565625,201278,34.23639420633366,1004.9217348804206,0
1771634640.8516247,21.498359375,201862,34.31395088500401,1004.906682735703,0
1771634641.8645635,21.4440625,201745,34.35871128719194,1004.903498806709,0
1771634642.8774803,21.3719921875,203278,34.43503050803635,1004.8947248716869,0
1771634643.8904607,21.289375,203635,34.50486547239106,1004.9030863580822,0
1771634644.9033248,21.1997265625,205926,34.60728993456619,1004.8991657201874,0
1771634645.9161854,21.107734375,205804,34.665227256696575,1004.9029665970887,0
1771634646.9287324,21.0145703125,206537,34.667676393515144,1004.9013046148099,0
1771634647.9414785,20.9118359375,206906,34.69693415398714,1004.9116715261026,0
1771634648.9542966,20.8005078125,208519,34.769713710357514,1004.9188444362073,0
1771634649.9671822,20.6903515625,210030,34.85370457747503,1004.9195512554811,0
1771634650.9800663,20.5837109375,209146,34.93804858910565,1004.9263327840625,0
1771634651.9930496,20.470625,210030,34.99409108132271,1004.9302729801769,0
1771634653.0058346,20.35734375,210922,35.06676655597725,1004.9287463925363,0
1771634654.0187867,20.2344921875,211821,35.1330223499812,1004.9358104204517,0
1771634655.0316408,20.1065625,213250,35.20992127397399,1004.940703085333,0
1771634656.044619,19.97453125,214169,35.29201158360436,1004.9417436234747,0
1771634657.0575953,19.8454296875,214698,35.3855080978677,1004.9427534916415,0
1771634658.0704927,19.726875,214433,35.50225262497326,1004.9333997455705,0
1771634659.0833201,19.619453125,215496,35.636782688188006,1004.9332887031768,0
1771634660.0961125,19.514765625,216300,35.76052211825409,1004.9362112929542,0
1771634661.1082413,19.408515625,215897,35.867477794727535,1004.9346705328564,0
1771634662.1210287,19.3001171875,215496,35.97985404010747,1004.9360767975502,0
1771634663.1338942,19.1938671875,215897,36.1259460318173,1004.9344357609293,0
1771634664.1470854,19.0844921875,217382,36.23836247634018,1004.9272896372356,0
1771634665.1603408,18.97375,217246,36.361873038279754,1004.937935055115,0
1771634666.173699,18.864765625,217654,36.519148251698766,1004.9414793563395,0
1771634667.1866717,18.7534375,219025,36.6371728702581,1004.9408768165144,0
1771634668.1995156,18.64484375,218749,36.766711846571944,1004.9382560506419,0
1771634669.2126539,18.5290234375,219163,36.92364314933942,1004.933068472164,0
1771634670.225861,18.4175,218887,37.08110454232265,1004.9336457725367,0
1771634671.2376244,18.3106640625,219301,37.23352591290674,1004.9440418086507,0
1771634672.2479362,18.20578125,222671,37.380633925945006,1004.9493781391435,0
1771634673.2589965,18.0997265625,220552,37.55021599901761,1004.950932822326,0
1771634674.27011,17.99328125,220832,37.73678491700997,1004.9517546617557,0
1771634675.2817967,17.88234375,219994,37.911834444968314,1004.951405926118,0
1771634676.2945766,17.772578125,221113,38.06460321682051,1004.9580993622711,0
1771634677.3074284,17.66046875,222813,38.251111702878596,1004.9471813904119,0
1771634678.320317,17.551875,222102,38.4211950662092,1004.945722721228,0
1771634679.3335288,17.450703125,222813,38.597803199894706,1004.945418414043,0
1771634680.3464742,17.3548046875,224540,38.79206867289126,1004.9408392141196,0
1771634681.3596432,17.2598828125,223961,38.9639654059261,1004.9412912863573,0
1771634682.3728426,17.169453125,224105,39.15347311633648,1004.9445177247908,0
1771634683.3854153,17.0766796875,223961,39.331584123736015,1004.9486497452525,0
1771634684.39824,16.98625,223242,39.504409940676105,1004.9518012370444,0
1771634685.4110692,16.8966015625,224830,39.67178046192609,1004.9613235444733,0
1771634686.4241264,16.81125,225999,39.862503268893605,1004.9682457506083,0
1771634687.4370866,16.7227734375,224685,40.030304751706154,1004.9713455192704,0
1771634688.4503417,16.633515625,224830,40.21529309269316,1004.9747223606006,0
1771634689.4637206,16.548359375,223386,40.40087414605194,1004.975165387338,0
1771634690.4769251,16.467890625,224250,40.58139192452758,1004.9703476223233,0
1771634691.4896727,16.3856640625,224540,40.761905866786975,1004.97753623399,0
1771634692.5028245,16.30890625,225559,40.931686277002434,1004.9841942981151,0
1771634693.5158799,16.2247265625,225121,41.10660169172806,1004.9912594893686,0
1771634694.5289364,16.1454296875,227180,41.276433422205436,1004.9950926357543,0
1771634695.5419493,16.0680859375,226588,41.44661645051841,1004.9939265118634,0
1771634696.5547001,15.993671875,225999,41.61149993089492,1004.9928308353822,0
1771634697.5669153,15.9223828125,226146,41.794121543985696,1005.0038946384385,0
1771634698.578792,15.855390625,226440,41.96583651497665,1005.0342020845367,0
1771634699.5916727,15.7903515625,226588,42.120603417891616,1005.041066222979,0
1771634700.6044834,15.7196484375,227477,42.2864613276505,1005.0597926109069,0
1771634701.6172585,15.6536328125,228074,42.45873074247368,1005.0649031331578,0
1771634702.6297853,15.589765625,228373,42.61981130296585,1005.0787879312152,0
1771634703.6421125,15.5262890625,228824,42.781071187642326,1005.083276211798,0
1771634704.654847,15.464375,229428,42.93104102714235,1005.0871305496194,0
1771634705.6679275,15.406953125,229883,43.099002747507285,1005.1021915487498,0
1771634706.6833613,15.3532421875,230645,43.255892806753224,1005.0952421289803,0
1771634707.6961567,15.296015625,230951,43.41254697632011,1005.0921769370607,0
1771634708.7089458,15.2409375,230798,43.57537605850164,1005.094539048149,0
1771634709.7222698,15.1872265625,230645,43.72102587797925,1005.0825254722419,0
1771634710.735442,15.1376171875,230951,43.88470413609879,1005.0843926535467,0
1771634711.7483156,15.0923046875,231412,44.01982168540993,1005.0904290393623,0
1771634712.76108,15.0473828125,230339,44.190101607884166,1005.0854121470547,0
1771634713.7744658,15.0020703125,232185,44.31960102349274,1005.093104973752,0
1771634714.7872095,14.956171875,231412,44.47251442657132,1005.0997605404559,0
1771634715.7999218,14.9106640625,231412,44.613892695495274,1005.1104408741563,0
1771634716.8128235,14.8669140625,231721,44.761423472734634,1005.1124675698004,0
1771634717.8257275,14.823359375,231875,44.891509387143394,1005.1165028718066,0
1771634718.838829,14.7815625,231258,45.0394717033694,1005.1169123270989,0
1771634719.8517008,14.7403515625,232962,45.164134269391624,1005.1082935982444,0
1771634720.8645163,14.7003125,231258,45.29488065112243,1005.1151196016465,0
1771634721.8776586,14.6594921875,231105,45.42563463866114,1005.1071723507677,0
1771634722.8912764,14.6190625,232030,45.57417289585179,1005.1049267503839,0
1771634723.9035325,14.5758984375,233275,45.69898131702253,1005.1095986321551,0
1771634724.9166245,14.5313671875,231875,45.817831882017174,1005.1101899454525,0
1771634725.93099,14.48390625,233588,45.94822926125596,1005.1123302743072,0
1771634726.9452956,14.4317578125,233903,46.08410531628909,1005.1179558940325,0
1771634727.9584727,14.3762890625,234375,46.19609769335841,1005.1227659248204,0
1771634728.971338,14.32609375,234218,46.32054540367912,1005.1184026560051,0
1771634729.9841335,14.278046875,232807,46.45122073442741,1005.1345319589726,0
1771634730.9956756,14.2235546875,236126,46.57536210018523,1005.1460349986628,0
1771634732.0067356,14.1692578125,234218,46.699603824254126,1005.1528462765616,0
1771634733.017821,14.1176953125,234692,46.836074212628134,1005.1527298262715,0
1771634734.0310442,14.065546875,235966,46.954790586281916,1005.1565922889372,0
1771634735.0421271,14.0161328125,233903,47.079813002091534,1005.1568763603733,0
1771634736.054888,13.9684765625,235646,47.199173946042116,1005.1552163024218,0
1771634737.0677395,13.9247265625,235327,47.33092150435023,1005.160401188311,0
1771634738.0806704,13.8801953125,235646,47.43889537455004,1005.1541716690092,0
1771634739.09348,13.836640625,236608,47.57082955584852,1005.1529926550945,0
1771634740.1067255,13.7962109375,236930,47.691297293044656,1005.1539455219022,0
1771634741.119513,13.758125,235486,47.806145639411554,1005.1523162728189,0
1771634742.1326153,13.71984375,235168,47.921041218618214,1005.1403062888444,0
1771634743.1454656,13.6872265625,234534,48.05453022744081,1005.1348888063663,0
1771634744.1572402,13.653828125,236608,48.146251157758144,1005.1331113452486,0
