Timestamp,Elapsed_Sec,CPS,Total_Counts
15:57:15,0.0,182.0,182.0
15:57:24,10.0,175.0,1249.0
15:57:34,20.0,169.0,1360.0
15:57:44,30.0,183.0,1414.0
15:57:54,40.0,180.0,1465.0
15:58:04,50.0,182.0,1494.0
15:58:14,60.0,164.0,1462.0
15:58:24,70.1,184.0,1403.0
15:58:34,80.1,163.0,1428.0
15:58:44,90.1,177.0,1452.0
15:58:55,100.1,165.0,1468.0
15:59:05,110.1,191.0,1404.0
15:59:15,120.1,191.0,1482.0
