Timestamp,Elapsed_Sec,CPS,Total_Counts
16:03:57,0.0,47.0,47.0
16:04:06,10.0,57.0,341.0
16:04:16,20.0,38.0,339.0
16:04:26,30.0,47.0,386.0
16:04:36,40.0,61.0,387.0
16:04:46,50.0,52.0,402.0
16:04:56,60.0,36.0,381.0
16:05:06,70.0,56.0,386.0
16:05:17,80.1,44.0,395.0
16:05:27,90.1,58.0,409.0
16:05:37,100.1,54.0,384.0
16:05:47,110.1,53.0,421.0
16:05:57,120.1,52.0,415.0
