Timestamp,Elapsed_Sec,CPS,Total_Counts
15:46:50,0.0,35.0,35.0
15:46:59,10.0,41.0,230.0
15:47:09,20.0,30.0,233.0
15:47:19,30.0,22.0,245.0
15:47:29,40.0,26.0,239.0
15:47:39,50.0,20.0,219.0
15:47:49,60.0,23.0,250.0
15:47:59,70.1,35.0,233.0
15:48:09,80.1,35.0,260.0
15:48:20,90.1,27.0,236.0
15:48:30,100.1,20.0,220.0
15:48:40,110.1,28.0,215.0
15:48:50,120.1,41.0,253.0
