Timestamp,Elapsed_Sec,CPS,Total_Counts
15:50:13,0.0,25.0,25.0
15:50:22,10.0,23.0,200.0
15:50:33,20.0,34.0,217.0
15:50:43,30.0,21.0,186.0
15:50:53,40.0,27.0,196.0
15:51:03,50.0,32.0,226.0
15:51:13,60.0,25.0,198.0
15:51:23,70.1,23.0,174.0
15:51:33,80.1,21.0,203.0
15:51:43,90.1,26.0,210.0
15:51:53,100.1,24.0,202.0
15:52:03,110.1,32.0,188.0
15:52:13,120.1,21.0,206.0
