Timestamp,Elapsed_Sec,CPS,Total_Counts
15:42:08,0.0,40.0,40.0
15:42:17,10.0,39.0,262.0
15:42:27,20.0,34.0,276.0
15:42:37,30.0,37.0,299.0
15:42:47,40.0,38.0,265.0
15:42:57,50.0,31.0,249.0
15:43:07,60.0,27.0,225.0
15:43:17,70.0,44.0,263.0
15:43:27,80.0,33.0,255.0
15:43:37,90.1,44.0,283.0
15:43:47,100.1,33.0,251.0
15:43:57,110.1,29.0,264.0
15:44:08,120.1,33.0,260.0
